,0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
175210,0,1964768128,Fri May 29 14:46:24 PDT 2009,NO_QUERY,jessmarrieee,@angeltalks I would watch if I was at home 
739893,0,2265845425,Sun Jun 21 07:25:24 PDT 2009,NO_QUERY,tunlish,@yixuany Same here! It's a real torture! 
663909,0,2244294291,Fri Jun 19 14:33:30 PDT 2009,NO_QUERY,cjhdgs,There is no one here in the office... 45min to go 
120607,0,1833256772,Sun May 17 22:44:12 PDT 2009,NO_QUERY,crrystalbabe,@sheepmeepbeep LOLLLLL we suck 
626699,0,2230681065,Thu Jun 18 17:27:21 PDT 2009,NO_QUERY,aandfgurl,oh man! I really missed my grandma! She leaves tomorrow... sad... 
711654,0,2258294189,Sat Jun 20 15:41:35 PDT 2009,NO_QUERY,AngelaPinkerton,no scoots tonight.. i don't feel well 
1458119,4,2063641979,Sun Jun 07 03:29:49 PDT 2009,NO_QUERY,imranpro,"@DonnaJonesMcfly good morning  . btw, it's not morning here"
479698,0,2178978725,Mon Jun 15 08:28:32 PDT 2009,NO_QUERY,jsnell,@kerri9494 Serious heartfelt condolences. 
48199,0,1677812936,Sat May 02 04:07:27 PDT 2009,NO_QUERY,Elissajade,nathan bick gets bood every tome he touches the ball 
1598975,4,2193319249,Tue Jun 16 08:17:44 PDT 2009,NO_QUERY,lafayetteonline,@christyjones Gotta make your own chex mix... it's the only way to make sure everything is *covered* in the seasoning 
1128998,4,1975454948,Sat May 30 15:11:32 PDT 2009,NO_QUERY,ewebber,"@markpajackson it happens telepathically, I can't help it. Lovely to see you and @esye "
1030927,4,1932993980,Tue May 26 22:43:19 PDT 2009,NO_QUERY,taskzen,Video tweeting in Tweetie for Mac - powered by @yfrog  http://yfrog.com/0tv39p  - putting the final touches on the UI now  (via @atebits)
141006,0,1881165033,Fri May 22 03:49:01 PDT 2009,NO_QUERY,Samanatha,Rain rain go away! 
673700,0,2247567728,Fri Jun 19 19:17:28 PDT 2009,NO_QUERY,mmmmeghan,I am incapable of keeping a digital camera for more than a year.  
1561812,4,2186674183,Mon Jun 15 19:10:24 PDT 2009,NO_QUERY,Jrabbit517,@mrpink84 where the heck have u been for the past six years? ;) miss u and I'm calling u now 
106500,0,1823567688,Sat May 16 22:19:31 PDT 2009,NO_QUERY,theblckgrl,i find that hilarious and sadfaced at the same time  
1541514,4,2180820995,Mon Jun 15 10:59:30 PDT 2009,NO_QUERY,bennadel,@rountrjf Ha ha ha 
587021,0,2216171308,Wed Jun 17 19:07:51 PDT 2009,NO_QUERY,xandiee,"@theRKOP yeah, again, sorry bout that "
437897,0,2066040327,Sun Jun 07 09:46:32 PDT 2009,NO_QUERY,DLEHCAR,"Horrible night, Battery died on my car last night  and thy r not cheap!  @ Chickasha, OK http://loopt.us/IbJmvg.t"
297821,0,1997510133,Mon Jun 01 16:58:43 PDT 2009,NO_QUERY,SMunekawa,just got $1000 and then 'lost' it a few hours later 
1490542,4,2068908057,Sun Jun 07 14:55:15 PDT 2009,NO_QUERY,bpwells77,"hasn't got much done from the to do list, but had a great time with his Honey and Carmen today! "
558214,0,2204696122,Wed Jun 17 02:53:53 PDT 2009,NO_QUERY,danawalker,Taking dog for a run...since it'll be raining during our normal walk time 
1578884,4,2189874479,Tue Jun 16 01:08:18 PDT 2009,NO_QUERY,Dutchrudder,@janeyha me &amp;  @dazlumsdon are gonna cum along on your dirty lunch !! Just to mop up the mess  xxxxx
795704,0,2327468399,Thu Jun 25 08:23:08 PDT 2009,NO_QUERY,phoebehsu,is very hungry but only has couple chunks of meat to eat for the day  http://plurk.com/p/13x7eu
700952,0,2254918334,Sat Jun 20 10:29:10 PDT 2009,NO_QUERY,EmeraldDiscount,Been  asleep for a couple of hours still feeling horrible today  hows yur day been ?
1442629,4,2062010283,Sat Jun 06 22:07:09 PDT 2009,NO_QUERY,Hezzington,"@Jessiica15 I had a nap, too. The kids are rubbing off on me, ha ha ha. "
328193,0,2010413635,Tue Jun 02 17:20:33 PDT 2009,NO_QUERY,dany_5hn,@_mer_mer how your yearbook? I'm still wait for my yearbook.. 
1537957,4,2179751365,Mon Jun 15 09:31:59 PDT 2009,NO_QUERY,Shaheen94,#musicmonday     JACK'S MANNEQUIN- ORPHAN  x
1434134,4,2060579631,Sat Jun 06 19:10:19 PDT 2009,NO_QUERY,Lurquer,.@rebeccamezzino it's let me become more forgiving. People don't get strangled 
1250345,4,1996276351,Mon Jun 01 14:49:03 PDT 2009,NO_QUERY,Katchin05,"@madetoorder sooo, y'all get anything new in store? "
1362380,4,2049305380,Fri Jun 05 16:39:01 PDT 2009,NO_QUERY,ristari,"Bathing in the sunshine fixing up my references. Well rested, not a bad day... "
283115,0,1992813113,Mon Jun 01 09:21:46 PDT 2009,NO_QUERY,ladybug_155,@singstar33 I'd call that a Joshmare! 
1175449,4,1981100973,Sun May 31 08:25:09 PDT 2009,NO_QUERY,chelsealee_,@ AceBurpeeShow   i live in selkirk 
659262,0,2242081314,Fri Jun 19 11:44:45 PDT 2009,NO_QUERY,haileypicklez,I just got a meningitis shot 
154495,0,1933185872,Tue May 26 23:13:13 PDT 2009,NO_QUERY,limeice,@primaveron No wonder I never got any christmas presents. And all the time I thought it was because I was a bad girl that year 
388744,0,2054302899,Sat Jun 06 07:03:01 PDT 2009,NO_QUERY,Beq,@yargion I need brake work on the van too.  Should go do that today since I have it off.
283155,0,1992826541,Mon Jun 01 09:23:05 PDT 2009,NO_QUERY,Alicia_vintage,@roxiijonas ugh. I'm really annoyed. I hpoe its a good support act. I didnt like the 1 Taylor Swift had so it needs to be a good act 
949323,4,1823710919,Sat May 16 22:44:53 PDT 2009,NO_QUERY,its_lushotology,"@4thwallimages oh, me too! some new FHT would kick ass  #greenday"
826488,4,1556685623,Sat Apr 18 23:52:31 PDT 2009,NO_QUERY,Emmaaalg,"byebye Twitter, see you in NYC! byeee "
587908,0,2216479144,Wed Jun 17 19:32:17 PDT 2009,NO_QUERY,BecksTweets,Planning to get my drink on this weekend before I start South Beach diet next week. No booze for the first 2 weeks. 
171116,0,1963116080,Fri May 29 12:13:40 PDT 2009,NO_QUERY,kerryetches,@FrugalGaming I cant get the chat thing to work 
106781,0,1823681976,Sat May 16 22:39:38 PDT 2009,NO_QUERY,riyel27,@ev That would be embarassing.  I tried twittering and walking at the same time and you don't want to know what happened.
693277,0,2252691404,Sat Jun 20 06:48:16 PDT 2009,NO_QUERY,omg_erika,I still haven't gotten a fathers day gift for my dads. 
678637,0,2249024592,Fri Jun 19 21:35:19 PDT 2009,NO_QUERY,AnnieLovlee,Ahh poo...I gotta work tomorrow  But I guess Target would fall apart without me lol
932049,4,1771003863,Mon May 11 22:53:25 PDT 2009,NO_QUERY,wahliaodotcom,@eugenechua  yay!!! That's the way dude! 
535380,0,2197969131,Tue Jun 16 15:26:15 PDT 2009,NO_QUERY,deivixhxc,"I feel so worthless, I wish I never did the things I did "
603595,0,2221704070,Thu Jun 18 05:51:53 PDT 2009,NO_QUERY,cattvong,@HouSweetDee aw yes. sounds good (: swim/be lazy/conserve mula weekend... MY hair  oh well. so no piercings? maybe dom can come over?
503350,0,2187814305,Mon Jun 15 20:50:50 PDT 2009,NO_QUERY,agirlscamaroz28,@69SheriffJezzy I only have like 4 friends who play  so they get bit frequently
1491620,4,2069138234,Sun Jun 07 15:19:53 PDT 2009,NO_QUERY,KateGabrielle,Love this outfit I created!  http://bit.ly/9JmSJ
563047,0,2205817520,Wed Jun 17 05:30:02 PDT 2009,NO_QUERY,winecast,"Well, I guess I'm not going to #wbc then "
105921,0,1823311965,Sat May 16 21:38:31 PDT 2009,NO_QUERY,lovelymadness6,"ahh, I just wanna be held. . "
681015,0,2249636371,Fri Jun 19 22:42:53 PDT 2009,NO_QUERY,SarahAMurdoch,After all ur Luna Park stories we couldn't go cos of rain  Ended up at Little Dynamo's. Advice- Don't go there on a rainy Saturday.
859487,4,1676097692,Fri May 01 21:05:33 PDT 2009,NO_QUERY,booqiebabiiee,@pleasurep can u b my boyfriend number 2  lol
32611,0,1564295774,Mon Apr 20 02:47:08 PDT 2009,NO_QUERY,PrueCatley,"Missing Devon, Hole Farm &amp; everyone there: but 1st day back @ uni, had a GREAT workout; water filter buggered, clueless about S.H. essay! "
686354,0,2251012284,Sat Jun 20 02:09:50 PDT 2009,NO_QUERY,DonkeyFactory,Stunning Defeat - I (2235) was beaten by StellaFour (1813) 
146447,0,1882482708,Fri May 22 06:57:17 PDT 2009,NO_QUERY,BethanyEynon,driving in 20 mins :s dont really wanna go tbh - feel like im missing out being stuck here instead of iow 
440393,0,2066726648,Sun Jun 07 11:03:37 PDT 2009,NO_QUERY,caitles,"@jessicawhite it says the yeahyeahyeahs show is sold out. nooooo! if i cant find a cheap ticky, i might have to just do dinner w/ u guys. "
564822,0,2206322009,Wed Jun 17 06:21:44 PDT 2009,NO_QUERY,Mysticconverge,So our case of Bertie Botts beans coming in on the 19th is pretty much already sold out  Cannot keep them in stock lately.
1292306,4,2003020756,Tue Jun 02 05:42:25 PDT 2009,NO_QUERY,worldsastage,drinking starbucks TAZO china green tea....soo good! 
84688,0,1753659167,Sun May 10 02:45:45 PDT 2009,NO_QUERY,mtstanford,this coming from... @Bianca_Bonnett: Ummmm u can be gentleman but not during tht act.  Tis better to wait. Better long term results
937737,4,1793289573,Thu May 14 02:06:48 PDT 2009,NO_QUERY,markdavidson,@Monkeylover35 Yeah. I had to get away for a bit. I do that from time-to-time. It's healthy. 
450250,0,2069451065,Sun Jun 07 15:54:13 PDT 2009,NO_QUERY,LynieT,Jeez- BNP have won a seat.  What on earth are people thinking? 
418066,0,2061679072,Sat Jun 06 21:22:41 PDT 2009,NO_QUERY,dblesssing,@officialTila i could use some! my frog just died... 
238056,0,1980335784,Sun May 31 06:26:31 PDT 2009,NO_QUERY,_AnnieM,@karriemy how do you update your facebook from twitter?!?!? i can't figure it out 
1128599,4,1975377982,Sat May 30 15:01:56 PDT 2009,NO_QUERY,twasofyourlife,ugh finally done now eating chipotle.gooood ending. 
292343,0,1995973852,Mon Jun 01 14:20:12 PDT 2009,NO_QUERY,filce,@RealMattLucas I can't reply back to you via DM  you need to follow me :p *gets coat*
722941,0,2261645487,Sat Jun 20 21:07:01 PDT 2009,NO_QUERY,Agent007GC,bored again! I just wanna go out!!! uuugh! I can't just go out to some bar/club alone... 
450461,0,2069507392,Sun Jun 07 16:00:20 PDT 2009,NO_QUERY,JewelsRipley,Tonight the kids are outta my bed!!! 659am and i still hjaven't been to sleep little shits my  back is killin me 
486737,0,2181700934,Mon Jun 15 12:10:50 PDT 2009,NO_QUERY,KatColeATL,"What's worse, hitting a squirrel w/your car (I did 2day)  or honking @me 4 getting out &amp; moving it off the street (mean man in BMW)?"
479602,0,2178947927,Mon Jun 15 08:25:56 PDT 2009,NO_QUERY,mikailabree,Awww shoot. I have to work at 3:30.  in the ice cream shop today................... 
382634,0,2053031470,Sat Jun 06 03:00:10 PDT 2009,NO_QUERY,soveren,ok today is the day i have 2 ebays to fight for....though i think i might not do one as it's collect only at 75mi away 
1040337,4,1956938267,Thu May 28 23:04:41 PDT 2009,NO_QUERY,delisareyes,"@RyanSeacrest Night, Ryan "
387541,0,2054037560,Sat Jun 06 06:23:44 PDT 2009,NO_QUERY,HpQuinn,Aww one of my severums died 
930568,4,1760361447,Sun May 10 21:19:45 PDT 2009,NO_QUERY,joyfulspiritpho,I hope you had a Happy and Blessed Mother's Day! 
1184153,4,1982549668,Sun May 31 11:25:56 PDT 2009,NO_QUERY,RachelRD,@ppevehouse aww that made my day 
486312,0,2181493607,Mon Jun 15 11:54:15 PDT 2009,NO_QUERY,omi_monstar,It seems that children also stare incessently when i play on playgrounds. im hurt. 
1232194,4,1991910809,Mon Jun 01 07:52:44 PDT 2009,NO_QUERY,alorena1,"@laurenmyrtle Happy Birthday, Lauren! "
444958,0,2067979965,Sun Jun 07 13:17:21 PDT 2009,NO_QUERY,NicosUK,Weekend gone to quick 
543346,0,2200742649,Tue Jun 16 19:18:43 PDT 2009,NO_QUERY,Kibblet,"Am sitting outside on the back porch, getting eaten alive. "
1207745,4,1988737841,Sun May 31 23:13:43 PDT 2009,NO_QUERY,HarryLyme,Slilly Rabbitt: do you want 2 'Etched in Blood' with your talents -- on my family? Then do a portrait -- a mold -- of 'Big Bob':July ? 
1368850,4,2050680375,Fri Jun 05 19:06:15 PDT 2009,NO_QUERY,Seleena_K,is still waiting for the hot summer nights 
1461552,4,2063944449,Sun Jun 07 04:40:42 PDT 2009,NO_QUERY,POVofKaren,I have to gather cherries from my garden. Thanks God is very sunny and quite dry so I hope it will be great fun!! 
633733,0,2233096174,Thu Jun 18 20:49:43 PDT 2009,NO_QUERY,jooovi,too much going on in my head can't sleep 
264348,0,1986838403,Sun May 31 19:23:17 PDT 2009,NO_QUERY,katemcintosh,is drooling over taylor lautner's new body.. and hes sooo young 
1326461,4,2015258165,Wed Jun 03 04:09:56 PDT 2009,NO_QUERY,invalid_reality,Morning twitterland and its inhabitants that walk amongst it 
1541338,4,2180748902,Mon Jun 15 10:53:33 PDT 2009,NO_QUERY,JD_Faery,@_done haha were not that bad 
58414,0,1685893152,Sun May 03 02:38:25 PDT 2009,NO_QUERY,Samyv,is missing @Kiran_Singh @PinkOrchidSU @shaifP love you allll! 
877534,4,1685007186,Sat May 02 22:44:40 PDT 2009,NO_QUERY,SusantheMartian,#hoppusday wooot! 
1470120,4,2064998436,Sun Jun 07 07:39:56 PDT 2009,NO_QUERY,fossildyke,Happy Sunday! Just chillin' out watching the puppies play 
624693,0,2229985869,Thu Jun 18 16:29:01 PDT 2009,NO_QUERY,ThisHereBeer,@WafflesWally But by tomorrow it won't be any good   Tell them to do another firkin. Tell 'em to make it a barley wine.
1484930,4,2067750373,Sun Jun 07 12:53:41 PDT 2009,NO_QUERY,SusieSprinkle,@OUBad @Mel30Rock Gives him less time to sweat it   It's been ON the calendar BIG BLACK LETTERS for 2 months!
85034,0,1753749337,Sun May 10 03:14:26 PDT 2009,NO_QUERY,Kafechick,Time to curl up on couch and watch NCIS I think! Early night for me I think - wrecked after working today. Where did weekend go? 
67497,0,1692367593,Sun May 03 19:50:46 PDT 2009,NO_QUERY,McSoph,@the__click5 thaaaanks!!! but what if i live in the philippines and i can't get the free stuff? 
335803,0,2013867009,Tue Jun 02 23:47:51 PDT 2009,NO_QUERY,AvonteNikole,Sick  And cant sleep
1458560,4,2063677585,Sun Jun 07 03:38:22 PDT 2009,NO_QUERY,supermanjayy,"is at his nanas, beyonce with shontelle tonight "
1303938,4,2009941924,Tue Jun 02 16:32:20 PDT 2009,NO_QUERY,ybpProductions,@JakeIzDaMan You are going to be a great tweeter   Worse than morgan ( no offense to her ) haha she tweets about everything. Well so do i
915737,4,1753175740,Sun May 10 00:26:33 PDT 2009,NO_QUERY,TxPrincess31,Ready to crash!...had a great day and a FUN night! I couldn't ask for anything more  Night!
1254873,4,1997177915,Mon Jun 01 16:23:29 PDT 2009,NO_QUERY,bel_engel,@MrJackO http://twitpic.com/6dzia - so handsome 
1162503,4,1979593029,Sun May 31 03:42:54 PDT 2009,NO_QUERY,SongoftheOss,Morning to everyone 
511445,0,2189900043,Tue Jun 16 01:12:28 PDT 2009,NO_QUERY,Chamnan,My responsible site has been hacked by someone. 
344051,0,2015587996,Wed Jun 03 05:02:49 PDT 2009,NO_QUERY,ScoutieOs,@canthelpmyself I know but I can't.  I'm supposed to be &quot;working&quot;. I've ignored 3 people so far because I didn't even notice them.
1313871,4,2013840200,Tue Jun 02 23:43:21 PDT 2009,NO_QUERY,MeganPSHouston,@HOOPSLasVegas1 I know it's more fun. I'm not really messed up about not going out. My daughter is the most important thing in my world. 
1305311,4,2011056126,Tue Jun 02 18:24:29 PDT 2009,NO_QUERY,livingasfoesX,Going to taco cabana with alyssa 
115953,0,1827350035,Sun May 17 10:31:31 PDT 2009,NO_QUERY,claireyjonesy,i need to work. godsake roll on when mcfly are off this :') ive done work but anytime they come on i die  god im weird
1576055,4,2189484406,Tue Jun 16 00:08:22 PDT 2009,NO_QUERY,CasioKayleigh,Away to school 
1204490,4,1986307730,Sun May 31 18:38:55 PDT 2009,NO_QUERY,maithee,@mileycyrus tu vestido es genial  !!  you'r dress is cute pink or cream?  the color is cute
1234791,4,1992457554,Mon Jun 01 08:47:07 PDT 2009,NO_QUERY,silverpeanut,"@chicrunner &quot;Honestly, I'm not really tired at all...&quot; if you can say that after THAT race that's awesome!    Congrats!"
836452,4,1558477989,Sun Apr 19 08:29:57 PDT 2009,NO_QUERY,Ten_Dechen,Is gonna board the plane to LA im finally wit my family!!!! 
1048454,4,1960156250,Fri May 29 07:30:49 PDT 2009,NO_QUERY,sarahdiddle,follow friday @redta @StanSmithCIA @sarahdiddle @SpitfireJon @ponet #follow friday funny ppl except 4 me :'( but i find funny stuff&amp; post 
603326,0,2221633437,Thu Jun 18 05:44:33 PDT 2009,NO_QUERY,LucyGrandberry,Will in New York City in 3 days....... omg i cnt wait.. time for partying and off course Work  
1170505,4,1980386498,Sun May 31 06:35:30 PDT 2009,NO_QUERY,3CB,"Honestly, what did we ever do before twitter? "
1012485,4,1881210100,Fri May 22 03:58:03 PDT 2009,NO_QUERY,Rachel_Stackxx,r u serious. im there straight away. 
7740,0,1469925363,Tue Apr 07 07:49:49 PDT 2009,NO_QUERY,hmans,"@Zee It's good, but buggy like a motherfucker. "
399192,0,2057090515,Sat Jun 06 12:21:12 PDT 2009,NO_QUERY,karamaloney,So excited for today's festivities but wishes her best friend @ciaoJackieG was coming with! 
345772,0,2015994057,Wed Jun 03 05:57:38 PDT 2009,NO_QUERY,FictiveDream,"@Ally8323 Yeah, the game was great, though his Mets lost.  We had a foul ball come our way but fell about 5 rows in front of us. Had fun!"
696143,0,2253445254,Sat Jun 20 08:10:53 PDT 2009,NO_QUERY,nabear88,Woke up with a sore throat. Boo 
1299560,4,2006276195,Tue Jun 02 10:55:36 PDT 2009,NO_QUERY,Hachiko1690,I'm being suuuuuper lazy today 
993811,4,1835454851,Mon May 18 06:01:48 PDT 2009,NO_QUERY,missmaliaaa,Another day of schoool. Only like 3 weeks left thoughhh 
1551361,4,2184065296,Mon Jun 15 15:22:17 PDT 2009,NO_QUERY,shelbymarie90,SWEET! kick ass razors from grammy! hah 
426221,0,2063490034,Sun Jun 07 02:52:16 PDT 2009,NO_QUERY,NiteStar,"@rjdennis Oh, i forgot to mention her astigmatism which causes her near-blindness "
1022487,4,1882796220,Fri May 22 07:30:04 PDT 2009,NO_QUERY,Jana_aa,"Well, I do nothing "
740427,0,2265989067,Sun Jun 21 07:41:41 PDT 2009,NO_QUERY,rixx03,I miss having marathons of BOF. 
1585262,4,2190657214,Tue Jun 16 03:21:31 PDT 2009,NO_QUERY,tiaaaaa,I'll just finish this one CLA and then I can go home... 
724434,0,2262065978,Sat Jun 20 21:49:39 PDT 2009,NO_QUERY,bhuppz,At Aladdin.. Very crowded today .. No fun 
243878,0,1981645261,Sun May 31 09:35:36 PDT 2009,NO_QUERY,kokristy69,ugh icnt get my picture on here 
665117,0,2244764430,Fri Jun 19 15:11:06 PDT 2009,NO_QUERY,jessikasuicide,Boo. I guess no swimming today. 
595795,0,2218856747,Wed Jun 17 23:17:06 PDT 2009,NO_QUERY,kelsey_rogers,"why am I still up? this is crazy, I have to get up for work in the morning "
976743,4,1833666296,Mon May 18 00:02:16 PDT 2009,NO_QUERY,PeitaRudd,Can't wait to watch 'greedy grandma' on deal or no deal with Amy 
465703,0,2175403215,Mon Jun 15 00:53:32 PDT 2009,NO_QUERY,victoriapop,#iremember i had a tamagotchi and killed it while it was only a tiny beating heart and they got banned from school.  http://bit.ly/aUQGk
370486,0,2050151355,Fri Jun 05 18:09:31 PDT 2009,NO_QUERY,cherub_rock123,@beckphoto you don't like my jokes?!  LOL
955864,4,1825120207,Sun May 17 04:26:04 PDT 2009,NO_QUERY,koreahyena,@tmodlin  Hi tara~  I'm a korean fan of Johnny~  always happy&amp; healthy 
247656,0,1982527613,Sun May 31 11:23:18 PDT 2009,NO_QUERY,__DalekCaan__,@Axelsrose (*patpat* I'm sorry. Really.  And I thought /my/ work was bad...)
160911,0,1957173062,Thu May 28 23:43:28 PDT 2009,NO_QUERY,kevintuk,what a beautiful day - shame I've got to spend it in an office 
651267,0,2237833997,Fri Jun 19 06:25:51 PDT 2009,NO_QUERY,TenebraCapcom,"@Odrakir only L and M, I'm afraid "
